最安のキッズケータイを求めた父、3日間の奔走と結論,"
　子どもが巻き込まれた事件のニュースをみるにつけ、「うちの子、携帯を持たせた方がいいのでは」と思う親も少なくないのではないだろうか。しかし携帯電話はもちろんタダじゃない。ともすると目が飛び出るような金額になるし、しかもSNSやらインターネットやらやりはじめたら、そこでまた子供が危ないことに直面するかもしれないし……。【漫画】パパの実体験もたっぷり「カリスマホストの育児」漫画　そんな保護者のみなさまを代表して(？　)作家の海猫沢めろんさんが小学校2年生の息子さんに「安くて最低限の機能の携帯」を持たせたという。果たして最適な携帯にであえたのか。その経過は、そして結論は――？　
　(編集部注:海猫沢めろんさんの携帯情報は2019年11月上旬までのものです。携帯情報は刻一刻と変化しますのでご理解のうえお読みください)

----------
海猫沢めろんさん原作・カリスマホストの「こんなのありかも？」子育て漫画『キッズファイヤー・ドットコム』試し読みはこちら
----------",現代ビジネス
ヤフー・LINE経営統合、主役の孫氏は姿見せず,"
　（大西 康之:ジャーナリスト）

　「ヤフー、LINE 包括提携」

　共同通信による衝撃のニュースが日本中を駆け巡った11月13日の夜から5日。Zホールディングス（ZHD=旧ヤフー）とLINEは18日、両社が経営統合で合意したことを発表し、同日午後5時、東京・品川のグランドプリンスホテル高輪で記者会見を開いた。ヤフーによるZOZO買収と、自身の社長退任を発表する前澤友作氏■　月間利用者6700万人と8200万人の経営統合

　ヤフーといえば、日本のネット企業の草分けだ。検索エンジンこそグーグルを使っているが、ニュース配信など、インターネットのポータル（玄関）サービスとしては国内で無類の強さを持ち、月間利用者は6700万人に達する。

　一方のLINE。韓国の検索大手NAVER（ネイバー）の子会社で、日本を代表するメッセージング・アプリとして知られる。若者の絶大な支持を背景に、8200万人の月間利用者を持つ。おじいちゃん、おばあちゃんと乳幼児を除けば、ヤフーとLINEを知らない日本人はない。この2社が経営統合するというのだから、ただ事ではない。16時40分に到着すると、すでに会場は超満員。後方にはテレビ局のカメラがずらりと並ぶ。

■　ますます複雑化するソフトバンクグループ

　赤いロゴのヤフーと、緑のLINEが一緒になる。赤と緑でクリスマス。そう考えれば楽しげだが、資本関係を考えると頭が痛くなる。試しに、机に置かれたプレスリリースの一部を抜粋してみよう。

　「本経営統合を実現するための取引の一環として、LINEは、本日付で、ZHDの親会社であるソフトバンク株式会社及びLINEの親会社であるNAVERコーポレーションより、LINEの普通株式、新株予約権及び新株予約権付社債の全てに対する公開買い付け及びその後の一連の取引を通じてLINEを非公開化する意向がある旨の意向表明書を受理しております」",JBpress
ヤフーとLINEの統合でEC領域やPay系決済のシナジー効果はどうなる？【会見まとめ】,"
11月18日に行われた記者会見。Zホールディングス代表取締役社長で、新生Zホールディングス代表取締役社長 Co-CEOに就任する川邊健太郎氏はコマース領域のシナジーについて次のように述べるにとどまった。",ネットショップ担当者フォーラム
EXCLUSIVE-米ウィーワーク、ニューヨーク州司法長官が調査＝関係筋,"
［ニューヨーク　１８日　ロイター］ - 事情に詳しい関係者２人によると、米ニューヨーク州のジェームズ司法長官は、共有オフィスを手掛けるウィーワークを調査している。

ウィーワークの広報担当者は、ロイターに対し「ニューヨーク州司法長官事務所から問い合わせを受け、協力している」と語った。

同州司法長官の報道官はコメントを控えた。

調査の焦点の１つとなっているのは、ウィーワークの創業者で９月に最高経営責任者（ＣＥＯ）を辞任したアダム・ニューマン氏が私服を肥やすために私的金融取引を行ったかどうかだ。

ニューマン氏は不動産を購入してウィーに賃貸したほか、自身が保有するウィー株を担保に借り入れを行ったり、ウィーワークが社名をウィーカンパニーに変更した後に自身が持つ「ウィー」という言葉の商標権の使用料として同社から約６００万ドルの徴収を計画していた。

同社は９月に新規株式公開（ＩＰＯ）を計画していたが、収益性やビジネスモデル、企業統治を巡り投資家から疑念を持たれ、同月３０日に撤回した。  

ニューマン氏は９月２４日にＣＥＯを辞任した。「ウィー」の商標権から得た使用料の返還でも合意した。

ニューマン氏の広報担当者はコメントを控えた。

ウィーは前月、筆頭株主であるソフトバンクグループ＜9984.T＞による支援策の受け入れに合意した。債務と株式の形で６５億ドルを支援するとともに、３０億ドルを上限としてウィー株の公開買い付けを行うという内容で、ニューマン氏の保有株のうち１０億ドル分が対象に含まれている。

ウィーは今後、大胆なリストラ策に踏み切るとみられる。会長に任命されたばかりのマルセロ・クラウレ氏は従業員への電子メールで、核心的な事業目標に無関係な分野について、週内に人員削減を発表すると明らかにした。ロイターがメールを確認した。

１７日付の米紙ニューヨーク・タイムズ（ＮＹＴ）は、ウィーが４０００人の削減を準備していると報じた。従業員数は６月３０日時点で１万２５００人となっており、関連会社を含めるとこれよりも多い。

ソフトバンクの役員でもあるクラウレ氏は電子メールで、２２日の全社会議で今後の道筋を示すとした上で、今後の成長には、一段と効率的で顧客重視の組織構造が必要だと述べた。「特定の機能や役職を廃止・縮小する」と続けた。

ブルームバーグは前週、米証券取引委員会（ＳＥＣ）が、ウィーが撤回したＩＰＯの準備段階における金融規則違反の有無について同社を調査していると報じている。

＊内容を追加しました。

 (※原文記事など関連情報は画面右側にある「関連コンテンツ」メニューからご覧ください)",ロイター
「AQUOS sense3」にSIMフリー版が登場　DSDV対応で11月27日に発売,"
　シャープは11月19日、ミッドレンジスマートフォン「AQUOS sense3」のSIMフリーモデルとして「SH-M12」を発表した。想定価格は3万円台半ばで、11月27日から順次発売する。カラーはライトカッパー、ブラック、シルバーホワイトの3色。標準＋広角のデュアルカメラ　SH-M12はキャリアが扱うモデルと異なり、DSDV（デュアルSIM、デュアルVoLTE）に対応。一方の回線でLTEデータ通信をしつつ、もう一方の回線でVoLTEでの待受ができる。なお、スロットの1つはmicroSDXCとの排他利用となる。ドコモ、au、ソフトバンク、楽天などのキャリア回線に対応する。

　また、自営通信に特化したsXGP規格にも対応し、自営内線電話やIoT分野での活用も可能。

　DSDV以外の特徴は、すでに発表済みのスマートフォンAQUOS sense3と同じ。4000mAhのバッテリーや、フルHD+（1080×2160ピクセル）で表示可能な約5.5型のIGZO液晶ディスプレイを搭載する。

　背面には、標準と広角で構成されるデュアルカメラを搭載し、画素数は標準と広角どちらも約1200万画素となる。焦点距離は広角が24mm、超広角が18mm（いずれも35mmフィルム換算）となる。インカメラは約800万画素となる。

　電子式の手ブレ補正に加え、AIがシャッタースピードや露光を自動で調整する機能も備えている。さらに、AIが笑顔や動きなどの見どころを抽出し、約15秒のダイジェストムービーを自動で作成する「AIライブストーリー」を搭載する。

　この他、防水や耐衝撃（落下）性能や、おサイフケータイに対応する。

【訂正：2019年11月19日14時11分 初出時に、「デュアルピクセルセンサーに対応している」旨の記述がありましたが、対応しておりません。おわびして訂正致します。】",ITmedia Mobile
T-MobileのレジャーCEO、4月末に退任　後任は現社長のシーベルト氏,"
　米携帯キャリア3位のT-Mobileは11月18日（現地時間）、ジョン・レジャーCEOが来年4月末に退任し、後任として現社長兼COO（最高執行責任者）のマイク・シーベルト氏が5月1日付でCEOに就任すると発表した。レジャー氏は取締役には留まる。

　同社は米携帯キャリア4位でソフトバンク傘下のSprintとの合併作業中。レジャー氏は今後合併作業に集中する。米州政府による訴訟をクリアすれば取引が完了すると見られている。

　シーベルト氏は2012年にレジャー氏が採用した。レジャー氏は「私はよくマイク（シーベルト）が私の息子だとジョークを飛ばすが、実際彼は私の弟子であり、懐刀であり、友人なのだ」とツイートした。また、「マイクは次期CEOとして最適の選択だ。（レジャー氏がCEOに就任してからの）7年間に成し遂げたことを彼が引き継ぎ、さらに推進していくと確信している」ともツイートした。

　レジャー氏については、米The We Company（以下、We）の次期CEO候補に上がっていると報じられているが、発表後の電話会見の質疑応答でレジャー氏は、WeのCEOになるために会談したことはないと語った。",ITmedia NEWS
〔東京株式〕軟化＝利益確定売り先行（19日前場寄り付き）,"
　【第1部】円相場の上昇を背景に半導体など輸出関連株を中心に利益確定売りが先行し、日経平均株価、東証株価指数（TOPIX）ともに軟化して始まった。
　東エレク、アドバンテス、SUMCOが安く、ソニーも軟調で、トヨタ、SUBARUは売り物がち。ソフトバンクGが値を下げ、ファーストリテは甘い。三菱UFJ、みずほFGが小緩み、東京海上はさえない。ZHDが売り注文を浴びている。半面、任天堂が高く、KDDIは底堅い。LINEがしっかり。JT、エーザイが値を上げ、武田は安寄り後に切り返し、田辺三菱には買い注文が殺到している。",時事通信
韓経：ＬＩＮＥとヤフージャパンが経営統合「世界最高のＡＩ企業になる」,"
韓国ネイバーの子会社であるＬＩＮＥとソフトバンクグループ傘下のポータル事業者のヤフージャパンが経営統合に出る。新設される持ち株会社が既存法人を率いる構造だ。韓国と日本の代表的なＩＴ企業が組み１億人を超える利用者を保有するマンモス級インターネット企業が誕生することになった。

ＬＩＮＥとヤフージャパン運営会社のＺホールディングスは１８日、両社の経営を統合する内容の合意書を締結したと発表した。今回の統合に向けネイバーとソフトバンクは日本に上場されたＬＩＮＥの株式を公開買い付け方式で取得する予定だ。来年１０月までに統合作業を終えるのが両社の目標だ。

ＬＩＮＥの出沢剛代表とＺホールディングスの川辺健太郎代表はこの日記者懇談会を開いて統合経営の意味を説明した。２人は「これまでライバルだったが大きな決断を下した」と口をそろえた。「世界最高の人工知能（ＡＩ）技術企業になるのが目標」とも話した。両社は統合後、毎年１０００億円をＡＩ分野に投資する計画だ。

ＬＩＮＥの８２００万人、ヤフージャパンの５０００万人の利用者を合わせると１億３２００万人に達する。日本では競合企業を見つけるのが難しい巨大インターネット企業に跳躍することになる。どのような方式で経営権を行使するのかに対しては決まっておらず、交渉過程で溝が露わになりかねないとの見方も出ている。

◇「最強ワンチームのための挑戦」…「ＡＩファースト」が李海珍と孫正義を組ませた

ネイバーとソフトバンク連合を説明するキーワードは「人工知能（ＡＩ）」だ。普段からＡＩを強調してきたソフトバンクの孫正義会長がＡＩ競争力を強化しているネイバーに協力を提案したのが「統合経営」の端緒になった。両社の経営統合の結果により世界のＩＴ市場の構図が揺れ動くだろうという見通しが出ている。

◇初めての共同経営

ネイバーの日本法人であるＬＩＮＥとソフトバンク子会社でポータル事業者のヤフージャパンを運営するＺホールディングスは１８日にそれぞれ理事会を開き経営統合に合意した。ＬＩＮＥの出沢剛代表とＺホールディングスの川辺健太郎代表はこの日それぞれ相手会社を象徴する赤と緑のネクタイを締めて記者懇談会に出た。出沢代表は「最強のワンチームになるための挑戦が始まった」と話した。

ネイバーはＬＩＮＥ株式の７０％以上を保有している。Ｚホールディングスの大株主は株式の４０％を保有するソフトバンクだ。ＬＩＮＥとＺホールディングスの昨年の売り上げはそれぞれ２０７１億円と９５４７億円だ。両社が経営統合を宣言し日本のインターネット企業売り上げ１位に上がることになった。これまで１位は楽天だった。ＬＩＮＥとＺホールディングスの時価総額はそれぞれ１兆１０４８億円と１兆８５１８億円に達する。

ネイバーとソフトバンクは５０％ずつ出資し新たに持ち株会社を設立する計画だ。新設された持ち株会社の傘下にＺホールディングスが入る。持ち分率は６５％だ。ＺホールディングスがＬＩＮＥとヤフージャパンを実質的に支配する。両社を合併せず既存法人をそのまま活用するのがこの日発表した統合経営の骨子だ。

統合会社は理事会下部組織に製品とサービスを総括する「プロダクト委員会」を置き、初代責任者としてＬＩＮＥのシン・ジュンホ代表を選任することにした。プロダクト委員会は新サービスと関連したすべての決定の責任を負い、最終決定権は新責任者が持つ予定だ。

業界では今回の統合経営発表がＩＴ市場に相当な影響を与えるとみている。ソカーの李在雄（イ・ジェウン）代表は１７日にフェイスブックを通じ、「この１０年以内に韓日両国間で起きた経済協力のうち最も意味が大きい事例。時価総額３０兆ウォンを超える日本１位のインターネット会社に成長し東南アジア市場を一緒に攻略することになるだろう」と評価した。

◇「最高のＡＩ技術企業に跳躍」

共同経営の背景は「ＡＩ競争力確保」だ。この日両社は統合会社のビジョンとして「ＡＩとインターネット技術を通じてより豊かで便利な生活を創造・提供する」を提示した。また「日本の労働人口減少に備えて生産性を高め自然災害などに速やかに対応するためにＡＩを積極的に活用する計画。日本とアジアだけでなく世界を牽引するＡＩ技術企業になることが目標」とした。

孫会長のＡＩに対する執念は有名だ。７月に文在寅（ムン・ジェイン）大統領と会った席でも「一にもＡＩ、二にもＡＩ、三にもＡＩだ」と強調した。孫会長が運営する１０兆円規模のビジョンファンドが投資した８２社の企業もほとんどＡＩと関連がある。

だが孫会長は自国である日本では財布を開かないでいる。「日本はＡＩ後進国なので（日本企業に）投資したくても機会がない」というのが彼の説明だ。現在世界のＡＩ市場の先頭走者はマイクロソフトとＩＢＭだ。知的財産権調査会社のアイプリティクスによると、３月基準でマイクロソフトが保有するＡＩ特許は１万８３６５件に達する。ＩＢＭが１万５０４６件、サムスン電子が１万１２４３件、クアルコムが１万１７８件など、１万件を超える特許を持っている。

孫会長は日本企業の代わりに優秀なＡＩ人材を持つネイバーにパートナーシップを提案した。ネイバー創業者である李海珍グローバル投資責任者（ＧＩＯ）と直接会って談判したという。

ネイバーは最近もＡＩ技術力強化に力を入れている。ネイバーラボのソク・サンオク代表は先月に自社の開発者大会である「デビュー２０１９」で、「米国と中国のＡＩ技術覇権に対抗する韓国中心の新たなグローバルな流れを作るため果敢に投資する」として「ユーラシアＡＩ研究ベルト構想」を明らかにした。ネイバーと子会社が進出している日本、東南アジア、フランスなどをひとつにまとめ、これら地域の大学とスタートアップ（新生ベンチャー企業）、研究機関が互いにＡＩ技術研究に協力するよう関連投資を惜しまないというのが骨子だ。

※本記事の原文著作権は「韓国経済新聞社」にあり、中央日報日本語版で翻訳しサービスします。",中央日報日本語版
ネイバー・ソフトバンク合弁、AIに年1000億円投資,"
　韓国ネイバーの創業者、李海珍（イ・ヘジン）氏と日本のソフトバンクの孫正義会長が共に描くインターネット帝国の目標点は「人工知能（AI）」だ。ネイバー系のLINE（ライン）とソフトバンク系のヤフージャパンが統合を発表するに当たり、ネイバーとソフトバンクが掲げたビジョンは「世界をリードするAIテクノロジーカンパニー」だ。統合法人は毎年1000億円をAI分野に投資すると発表した。AI界の巨人になろうとしている米グーグル、アマゾン、中国のアリババ（阿里巴巴）、テンセント（騰訊）に挑戦状をたたきつけた格好だ。

■世界に挑戦
　ネイバーの日本子会社、LINEとソフトバンクの子会社Zホールディングス（ヤフージャパンの親会社）は18日、経営統合に向けた基本合意書を取り交わした。双方は来月中に最終契約を結び、来年3月の株主総会を経て、統合法人を発足させる計画だ。その後10月までに子会社間の株式交換などの作業を完了する。これにより、アジアのインターネットの業界地図を塗り替える巨大企業が誕生することになる。

　両社が明らかにした統合の背景は、世界のインターネット市場で米中を中心とする海外企業が圧倒的優位を占めており、企業規模を比べても日本企業とは大きな格差がある現実だった。モバイルメッセンジャーではLINEが1位、ポータルサイトではヤフージャパンが1位だが、それだけに執着すれば、世界では隅に追いやられてしまうという危機感があった。

　昨年末から今年前半にかけ、LINEとソフトバンクは日本市場でそれぞれ決済アプリ「LINEペイ」「ペイペイ」のマーケティングに数千億ウォンをつぎ込み、激しい競争を展開した。両社は「統合によって経営資源を集約し、新規事業に投資を行い、革新モデルをつくり、アジアを越え、世界に進出するAIカンパニーになる」というビジョンを示した。LINEとヤフーを統合してようやく米中の競争相手になり、日本市場に投資していた資源をAI投資に振り向けることにした格好だ。",朝鮮日報日本語版
「ヤフーとLINE首脳の真意は？」衝撃の経営統合会見で語られた5つの重大要素,"
お互いに相手のコーポレートカラーのネクタイを締め、2社の社長が交互に提携の理由や狙いを説明。ときには冗談も挟まれ会場の笑いを誘う……。【全画像をみる】「ヤフーとLINE首脳の真意は？」衝撃の経営統合会見で語られた5つの重大要素11月18日に開かれたヤフーを子会社とするZホールディングスとLINEの経営統合に関する緊急説明会は、両首脳が発する「言葉」から真意を探ろうという報道陣の熱気であふれていた。

プレス席は約300席。国内だけではなく中国大手メディアの姿もあった。相次ぐ質問に、会見の終了時間は予定より1時間ほど超過した。

2社が組む表向きの理由と、今後のスケジュール感は、既に18日8時30分頃に適時開示で明らかになっている。

そのため会見では、両社の各ユーザーにどんなメリットがあるのか、経営統合に至るまでの経緯、両社親会社（Zホールディングスはソフトバンク、LINEはNAVER）の考え、巨大IT企業同士の統合の道筋に質問が集中した。

会見の内容や質疑応答を、5つのポイントに整理してみよう。",BUSINESS INSIDER JAPAN
LINE経営統合に向かう理由の1つは「PayPayが勝っても儲からない」からだ【ヤフー・LINE経営統合】,"
「ヤフーとLINEの経営統合」が正式に発表された。両社は18日17時から都内で記者会見を開く見込みだ。【全画像をみる】LINE経営統合に向かう理由の1つは「PayPayが勝っても儲からない」からだ【ヤフー・LINE経営統合】「決済分野での先行投資が響いて赤字転落し、先行きの不透明なLINEの救済合併」

「1億人市場を総取りしたいヤフー親会社ソフトバンクを率いる孫正義氏の野望」

など、噂の背景を分析する話はいろいろ出ている。

また、LINE社は今後、共同公開買い付けの実施により非上場化する方針も公表されている。

事態が突然大きく動き始めた形だが、今回は筆者の専門分野である「スマホ決済」の視点からみた、「統合へと力が働く重要な理由」を紹介したい。",BUSINESS INSIDER JAPAN
動き出したヤフーとLINEの経営統合、世界で戦うための足場を固める,"
■6月からスタートしていた統合への協議

　11月18日、ソフトバンク、NAVER Corporation（以下、NAVER）、ソフトバンクの連結子会社Zホールディングス、NAVERの連結子会社LINEは、対等な精神に基づくZホールディングスおよびその子会社（以下、Zホールディングスグループ）とLINEおよびその子会社（以下、LINEグループ）の経営統合に関して合意したと発表した。

　各社は2019年6月中旬から可能性について協議を始め、8月上旬ごろから実現可能性や方法について検討を重ねてきた。そのうえで、ソフトバンクとNAVERは11月18日、経営統合を実現するための取引に向けた、共同公開買付けの提案に係る意向表明書をLINEに提出。ソフトバンクとNAVERが共同してLINEの普通株式、新株予約権および新株予約権付社債のすべて（いずれもNAVERまたはLINEが所有する株式等を除く、以下、対象株式等）について、日本と米国で公開買付けを行ない、その後の一連の取引によってLINEを非公開化する。

　経営統合後の上場統合会社であるZホールディングス（以下、統合会社）は、ソフトバンクの連結子会社となる予定。今回の経営統合は、ZホールディングスグループとLINEグループが経営資源を集約し、日本の社会や産業をアップデートし、そのモデルをアジアや世界に展開していくことで、世界を牽引するリーディングカンパニーとなることを目指すもの。

　ソフトバンク、NAVER、Zホールディングス、LINEは、AI、検索、通信、広告、決済、コミュニケーションなど、様々な分野での協業を想定している。

■経営統合の方式

　ソフトバンク、NAVER、Zホールディングス、LINEの4社間で合意している経営統合の方式は以下のとおり。

　ソフトバンクおよびNAVERまたはその完全子会社（日本法人）は、LINEの非公開化を目的として共同で公開買付けを実施する。公開買付けが成立し、対象株式等のすべてが取得されなかった場合には、LINEの株主をソフトバンクおよびNAVERらのみとし、LINEを非公開化するための、株式の併合その他の方法を用いたスクイーズアウト手続を行い、LINEの株主に対して、公開買付けにおける公開買付価格と同額の対価を交付する。

　組織再編その他の方法によって、ソフトバンクが保有するZホールディングス株式の全部をLINEに対して移管する取引を行う。ソフトバンクは12月18日を実行日として、ソフトバンクが保有するZホールディングス株式の全部についてその連結子会社である汐留Zホールディングスに譲渡する予定。

　この移管取引と並行して、ソフトバンクとNAVERらの保有するLINEの議決権割合を50：50とする取引を行う。このJV化取引を経て、LINEはソフトバンクの連結子会社となる。JV化取引と並行し、LINEが新たに設立するその完全子会社（以下、LINE承継会社）に対してLINEの全事業を承継させる吸収分割を行う。

　本会社分割の効力発生後、Zホールディングスを株式交換完全親会社、LINE承継会社を株式交換完全子会社、その対価をZホールディングス株式とする株式交換を行う。今後、ソフトバンク、NAVER、Zホールディングス、LINEは4社間で、12月をめどとして最終統合契約を締結する予定。",MONEYzine
